"year","cge_id","paidShare_a_md","paidShare_a_um","paidShare_a_wm","oba_proxy_wm","sum_verified","sum_allocatedFreeM","sum_allocatedTotal","sum_surrendered","n_installations"
2005,"10|AFF",0,0.0507783050076563,0.0415716911764706,0.958428308823529,435200,579737,579737,435200,25
2005,"11|MIN",0,0.018937117699922,0.00409108562998027,0.99590891437002,7672780,15793740,15793740,7667415,26
2005,"12|FOS",0,0.0853440501313386,0.0259846961437002,0.9740153038563,244127619,276493296,276493296,231688486,2313
2005,"13|FOO",0,0.0360864547014572,0.039180582605632,0.960819417394368,15656148,18449112,18449112,15242432,523
2005,"14|PAP",0,0.0393574322813594,0.0203139874281695,0.979686012571831,23189145,28743893,28743893,22380409,544
2005,"15|FER",0,0.0313864739683452,0.0173999958497327,0.982600004150267,3469656,4066784,4066784,3469647,39
2005,"16|PRP",0,0.0504344177818252,0.0264742257443808,0.973525774255619,3112990,3688156,3688156,3049121,76
2005,"17|CHM",0,0.0140306059292812,0.0122877468144022,0.987712253185598,1944376,2602882,2602882,2036928,56
2005,"18|FER_CHM",0,0.0246747322100752,0.0381864917719195,0.961813508228081,585495,654848,654848,577775,21
2005,"19|PRP_CHI_CHO_OMF_CHM",0,0.0442976793968303,0.0187225471296167,0.981277452870383,20935880,24116232,24116232,19216046,154
2005,"20|CLY_GAC_CEM_OMF",0,0.0679305530713726,0.068875552255582,0.931124447744418,731319,788651,788651,716706,53
2005,"21|GAC",0,0.0324323293600418,0.0259388727113011,0.974061127288699,16338104,18665492,18665492,15776023,454
2005,"22|CEM",0,0.0330260148694855,0.0300252870901522,0.969974712909848,135157109,146040090,146040090,124977140,367
2005,"23|IAS",0,0.0302561264325258,0.021042750221865,0.978957249778135,115606324,141546519,141546519,106270946,187
2005,"24|NFM",0,0.0712775651955123,0.0936206128221448,0.906379387177855,3238101,3032049,3032049,3133231,31
2005,"25|OMF",0,0.0481185898890628,0.043587646875411,0.956412353124589,7732489,10211946,10211946,7808906,474
2005,"26|ELE",0,0.10472550712764,0.126306866736026,0.873693133263974,1037136257,990162256,990162256,1023531706,1303
2005,"27|ELE_FOS",0,0.0926380802312349,0.188822392645252,0.811177607354748,31717414,29173004,29173004,31719730,124
2005,"28|WTR",0,0.0923043985873418,0.0676161267293879,0.932383873270612,250739,512308,512308,204009,24
2005,"30|OTP",0.110211018732617,0.197956045652684,0.228238029359258,0.771761970640742,1493362,1351161,1351161,1365085,52
2005,"31|SER",0.0504989048430275,0.087996838929114,0.0787352879636533,0.921264712036347,2155463,2246126,2246126,2157115,227
2005,NA,0,0.0384111194727427,0.0381166645237759,0.961883335476224,9605405,11481029,11481029,8990849,665
2006,"10|AFF",0,0.0478331923642485,0.0361073336571151,0.963892666342885,411800,579212,579212,433360,28
2006,"11|MIN",0,0.0447934955082586,0.00741543131266576,0.992584568687334,8919643,15745809,15745809,8992677,32
2006,"12|FOS",0,0.0827489983792893,0.0262329598325323,0.973767040167468,300548396,342039957,342039957,371694312,2711
2006,"13|FOO",0,0.0414510464176007,0.0398891445569018,0.960110855443098,20940785,26126560,26126560,27385919,723
2006,"14|PAP",0,0.0542904526924761,0.0367221385984534,0.963277861401547,30402042,37332307,37332307,38851412,753
2006,"15|FER",0,0.0815515807574674,0.028069214780943,0.971930785219057,4247821,5234654,5234654,4901936,52
2006,"16|PRP",0,0.0413785383690957,0.0333083352599634,0.966691664740037,4329667,5073746,5073746,5494047,117
2006,"17|CHM",0,0.0102388718949156,0.00947935446990018,0.9905206455301,2274100,3047719,3047719,2576735,71
2006,"18|FER_CHM",0,0.0272782215102898,0.0219866892820495,0.978013310717951,758186,910734,910734,1056489,31
2006,"19|PRP_CHI_CHO_OMF_CHM",0,0.048023466848945,0.0314821762834258,0.968517823716574,27849663,32379747,32379747,36629943,220
2006,"20|CLY_GAC_CEM_OMF",0,0.0697956920360852,0.0625542816253626,0.937445718374637,915365,1031755,1031755,1112024,65
2006,"21|GAC",0,0.0341426737861045,0.0309593730495703,0.96904062695043,20064489,22584981,22584981,24889475,524
2006,"22|CEM",0,0.0417823409429663,0.0361804301011424,0.963819569898858,175729503,182307730,182307730,224121712,465
2006,"23|IAS",0,0.0434261192002975,0.0292961731857552,0.970703826814245,159867467,185392672,185392672,208019392,262
2006,"24|NFM",0,0.0557134265275413,0.139777217625489,0.860222782374511,3583946,3450032,3450032,3940012,37
2006,"25|OMF",0,0.0487676559085782,0.0440015962189386,0.955998403781061,9850779,13748885,13748885,12158251,603
2006,"26|ELE",0,0.115205739555483,0.147513519371058,0.852486480628942,1166728092,1085170923,1085170923,1312480257,1433
2006,"27|ELE_FOS",0,0.110831510399735,0.207776885421149,0.792223114578851,32081095,29366675,29366675,32486765,126
2006,"28|WTR",0,0.0680533820622347,0.0140877189533489,0.985912281046651,254335,524943,524943,303904,24
2006,"29|ATP",0,0,0,1,157182,183472,183472,318345,2
2006,"30|OTP",0,0.14987442804414,0.165130632854544,0.834869367145456,3250905,4968882,4968882,5422430,98
2006,"31|SER",0,0.0662891567148663,0.0571903837018326,0.942809616298167,2614478,2839016,2839016,3291090,246
2006,NA,0,0.0389151122841148,0.0407309729433402,0.95926902705666,13323448,15732247,15732247,17097797,784
2007,"10|AFF",0,0.0712321894867179,0.0317909501077246,0.968209049892275,389419,579213,579213,389288,29
2007,"11|MIN",0,0.0404608997599734,0.0243154523962113,0.975684547603789,9330980,15902569,15902569,9332629,34
2007,"12|FOS",0,0.0708456782083633,0.0375340625482368,0.962465937451763,314697536,362024424,362024424,319774365,2802
2007,"13|FOO",0,0.0541755934652627,0.0618969119532014,0.938103088046799,21695008,26734920,26734920,21820142,729
2007,"14|PAP",0,0.0597524818576763,0.0372750620035676,0.962724937996432,29524914,37291702,37291702,30447850,741
2007,"15|FER",0,0.0834940454407022,0.0417850478334117,0.958214952166588,7277340,8492095,8492095,7581988,57
2007,"16|PRP",0,0.043230997560303,0.0283826112453445,0.971617388754656,4256268,5316787,5316787,4337222,116
2007,"17|CHM",0,0.00871099283706146,0.00911481981934865,0.990885180180651,2103278,2868656,2868656,2134319,70
2007,"18|FER_CHM",0,0.0345977808333885,0.0284183195024495,0.971581680497551,608903,783142,783142,627952,26
2007,"19|PRP_CHI_CHO_OMF_CHM",0,0.0488521014154232,0.0358682461646482,0.964131753835352,28154262,33094496,33094496,28533383,225
2007,"20|CLY_GAC_CEM_OMF",0,0.0822634741044783,0.0765639117008509,0.923436088299149,889884,983579,983579,899419,65
2007,"21|GAC",0,0.0436980562154236,0.0389833449401753,0.961016655059825,19560302,21837106,21837106,19932802,475
2007,"22|CEM",0,0.0552384700325953,0.0524476160553939,0.947552383944606,192998591,194748016,194748016,193841359,486
2007,"23|IAS",0,0.0478379526704277,0.027794505010217,0.972205494989783,170611673,197373639,197373639,171565355,281
2007,"24|NFM",0,0.0437086889024817,0.137688497517452,0.862311502482548,3707078,4503963,4503963,3915738,41
2007,"25|OMF",0,0.0424783642188045,0.0454253258047642,0.954574674195236,9621483,14178943,14178943,10148171,616
2007,"26|ELE",0,0.117727255441072,0.147471025943967,0.852528974056033,1202667913,1116685378,1116685378,1224015110,1422
2007,"27|ELE_FOS",0,0.0992538919928606,0.237442090636547,0.762557909363453,35728678,31048510,31048510,36082551,131
2007,"28|WTR",0,0.0483709065731323,0.00374822586589507,0.996251774134105,382581,549347,549347,403947,25
2007,"29|ATP",0,0,0,1,139626,183473,183473,139626,2
2007,"30|OTP",0,0.0995341139642566,0.0974957666134995,0.902504233386501,2826933,5031734,5031734,2826932,98
2007,"31|SER",0,0.0686020592621108,0.0576693147598452,0.942330685240155,2606152,2925010,2925010,2694847,253
2007,NA,0,0.068255613183536,0.0717326327248093,0.928267367275191,13426804,15515843,15515843,13593437,779
2008,"10|AFF",0.0308955747140506,0.289180852935853,0.327057471761403,0.672942528238597,1618795,1319452,1319452,1621147,106
2008,"11|MIN",0,0.0700108705616599,0.112418012633589,0.887581987366411,5169394,5543711,5543711,5167132,37
2008,"12|FOS",0,0.201489336774203,0.119520453639275,0.880479546360725,330453222,322294532,322294532,340062108,3051
2008,"13|FOO",0,0.0621573349324864,0.0554756213172829,0.944524378682717,22840303,27370500,27370500,23310871,866
2008,"14|PAP",0,0.0441335772254541,0.0287885099579041,0.971211490042096,31070243,38112264,38112264,31222637,792
2008,"15|FER",0,0.0796021454335262,0.101043097693504,0.898956902306496,7187438,7611815,7611815,7189870,63
2008,"16|PRP",0,0.0359106075355262,0.0247204224241985,0.975279577575802,4345395,5114003,5114003,4376402,134
2008,"17|CHM",0,0.0233518036786718,0.0216936523991105,0.978306347600889,2141502,2761078,2761078,2258568,74
2008,"18|FER_CHM",0,0.0176269459353882,0.0119839454697509,0.988016054530249,667226,851498,851498,667226,28
2008,"19|PRP_CHI_CHO_OMF_CHM",0,0.0347542102426029,0.0169060903782315,0.983093909621769,54289666,62789902,62789902,54337670,274
2008,"20|CLY_GAC_CEM_OMF",0,0.0458657052998244,0.033255692028159,0.966744307971841,1499202,1842371,1842371,1499202,56
2008,"21|GAC",0,0.0411009376073713,0.031956266298453,0.968043733701547,20799520,23166917,23166917,21042982,442
2008,"22|CEM",0,0.0340719782765867,0.023208265461154,0.976791734538846,186821760,207496431,207496431,187453904,510
2008,"23|IAS",0,0.0636835721239576,0.0223005502899085,0.977699449710091,173006807,234468628,234468628,173305948,317
2008,"24|NFM",0,0.0154759329140418,0.0150947776427522,0.984905222357248,2808521,4100362,4100362,2816736,38
2008,"25|OMF",0,0.0432631423426094,0.0355851767842506,0.964414823215749,10922947,15866225,15866225,11159035,669
2008,"26|ELE",0,0.179021384609754,0.276124410569422,0.723875589430578,1167561797,898459749,898459749,1178681470,1461
2008,"27|ELE_FOS",0,0.125002881245412,0.27511583485011,0.72488416514989,35039757,27392012,27392012,35149796,147
2008,"28|WTR",0,0.219273883572513,0.234024555297757,0.765975444702243,289632,401208,401208,290800,26
2008,"29|ATP",0,0,0,1,148957,185811,185811,148957,3
2008,"30|OTP",0,0.062493001585574,0.045074961355856,0.954925038644144,3983786,5114417,5114417,4060381,110
2008,"31|SER",0,0.078996332360673,0.0478412952745736,0.952158704725426,2512641,2913097,2913097,2513162,221
2008,NA,0,0.0190166502852088,0.0217645054798863,0.978235494520114,12906381,17339815,17339815,13087017,869
2009,"10|AFF",0,0.115885304744202,0.0825441281834169,0.917455871816583,1688830,2495846,2495846,1700752,119
2009,"11|MIN",0,0.0542860024887442,0.0158088009232763,0.984191199076724,3382736,5519279,5519279,3384991,36
2009,"12|FOS",0,0.221955156328813,0.109551998641149,0.890448001358851,318916555,333799336,333799336,331119563,3090
2009,"13|FOO",0,0.0669911399969445,0.0649406866672171,0.935059313332783,22623244,27181682,27181682,22843779,846
2009,"14|PAP",0,0.0418459652811429,0.0219277826840584,0.978072217315942,27644838,38234954,38234954,27870404,758
2009,"15|FER",0,0.131736052867139,0.0509883317479266,0.949011668252073,7026588,10155544,10155544,7493566,66
2009,"16|PRP",0,0.0465891686707128,0.0255827277785758,0.974417272221424,3633858,4958792,4958792,3672891,132
2009,"17|CHM",0,0.0410430984675016,0.0370148086817615,0.962985191318239,2102753,2796720,2796720,2104858,78
2009,"18|FER_CHM",0,0.0147138721885408,0.0113395964604991,0.988660403539501,527532,871301,871301,527532,28
2009,"19|PRP_CHI_CHO_OMF_CHM",0,0.0321423976574826,0.00966689143161009,0.99033310856839,49694879,63236538,63236538,49689926,267
2009,"20|CLY_GAC_CEM_OMF",0,0.0150849000715075,0.00761276144911754,0.992387238550882,1017502,1833571,1833571,1021816,56
2009,"21|GAC",0,0.0331010527333544,0.0256498515225026,0.974350148477497,18311529,23399055,23399055,18743588,413
2009,"22|CEM",0,0.0120646893189463,0.0103657928506932,0.989634207149307,151978148,212277880,212277880,155893557,510
2009,"23|IAS",0,0.0295159301975689,0.0106272068620919,0.989372793137908,120080000,233643377,233643377,121861116,316
2009,"24|NFM",0,0.035732983658098,0.022063765449503,0.977936234550497,2578481,4156489,4156489,2630385,43
2009,"25|OMF",0,0.0379688509830924,0.0257419878737531,0.974258012126247,9577077,16653075,16653075,9722480,668
2009,"26|ELE",0,0.178426115232043,0.235354297667576,0.764645702332424,1080994881,917170877,917170877,1097722031,1441
2009,"27|ELE_FOS",0,0.169824287982779,0.277580106598489,0.722419893401511,33553759,27504544,27504544,33620751,158
2009,"28|WTR",0,0.188229819600993,0.0927486442865026,0.907251355713497,241017,424600,424600,241021,27
2009,"29|ATP",0,0,0,1,142744,185811,185811,142744,3
2009,"30|OTP",0,0.0538639608389309,0.0380767883916861,0.961923211608314,3386814,5111121,5111121,3386813,106
2009,"31|SER",0,0.0720045517404609,0.0468440738333937,0.953155926166606,2419068,2977734,2977734,2415290,221
2009,NA,0,0.0111791000767359,0.0131435512471204,0.98685644875288,9199112,17414306,17414306,9520119,838
2010,"10|AFF",0,0.0372599810434474,0.0430044395555658,0.956995560444434,2047277,2495912,2495912,2056252,121
2010,"11|MIN",0,0.0631863691793099,0.208481614988752,0.791518385011248,4527982,4933533,4933533,4527979,36
2010,"12|FOS",0,0.255524033271096,0.127751761285106,0.872248238714894,329862552,344094574,344094574,327008540,3160
2010,"13|FOO",0,0.0951298351962111,0.0482395377878688,0.951760462212131,22810998,28217082,28217082,22877801,871
2010,"14|PAP",0,0.0577707239693107,0.0345972902447816,0.965402709755218,29520231,38876662,38876662,29519844,734
2010,"15|FER",0,0.0833126603964667,0.090900464014653,0.909099535985347,7692645,9731119,9731119,7726065,69
2010,"16|PRP",0,0.0567079246952012,0.042676203081658,0.957323796918342,4110839,4917324,4917324,4085935,128
2010,"17|CHM",0,0.0345095727846331,0.0257767927341363,0.974223207265864,2171139,2727013,2727013,2171297,75
2010,"18|FER_CHM",0,0.0383240643218448,0.0266977175508383,0.973302282449162,573682,860138,860138,573683,27
2010,"19|PRP_CHI_CHO_OMF_CHM",0,0.0345970652273941,0.0157358930370848,0.984264106962915,52772982,62870085,62870085,52958844,260
2010,"20|CLY_GAC_CEM_OMF",0,0.0226053657450833,0.016416009220962,0.983583990779038,1245857,1825253,1825253,1246057,55
2010,"21|GAC",0,0.0330900510457949,0.0291481274190393,0.970851872580961,19096424,23277902,23277902,19094955,394
2010,"22|CEM",0,0.0164018190118029,0.00864265886805339,0.991357341131947,152590889,213700707,213700707,152867812,506
2010,"23|IAS",0,0.0579490246616936,0.019650386510568,0.980349613489432,143228684,231094754,231094754,143582524,312
2010,"24|NFM",0,0.052345784569843,0.021614224497274,0.978385775502726,3064741,4156170,4156170,3064741,43
2010,"25|OMF",0,0.0333162731725412,0.0361413023836195,0.963858697616381,10099221,16293804,16293804,10154407,639
2010,"26|ELE",0,0.167773459459095,0.246478211547174,0.753521788452826,1090928814,930098354,930098354,1090446141,1455
2010,"27|ELE_FOS",0,0.197386857682944,0.278065655183093,0.721934344816907,36164700,30276754,30276754,35753568,156
2010,"28|WTR",0,0.198122444899504,0.339375057325368,0.660624942674631,337983,486893,486893,337980,30
2010,"29|ATP",0,0,0,1,147505,185811,185811,147505,3
2010,"30|OTP",0,0.08141965912961,0.0913533973885755,0.908646602611424,3508430,5272057,5272057,3508012,107
2010,"31|SER",0,0.108417843340899,0.0767882745912071,0.923211725408793,2557591,2975516,2975516,2556516,220
2010,NA,0,0.0059277117691883,0.0082676444998345,0.991732355500165,9241931,17736924,17736924,9252996,810
2011,"10|AFF",0,0.00989425372132128,0.0100900182036691,0.989909981796331,1839739,2427171,2427171,1852426,124
2011,"11|MIN",0,0.0896401285743683,0.217800505208271,0.782199494791729,4513782,4944654,4944654,4513757,35
2011,"12|FOS",0,0.214797331269913,0.103160447788206,0.896839552211794,314670726,352092052,352092052,314752523,3154
2011,"13|FOO",0,0.0960183252168594,0.0576864455528348,0.942313554447165,22307424,27722294,27722294,22301512,848
2011,"14|PAP",0,0.0545883639684923,0.0371692469987654,0.962830753001235,28127258,38592900,38592900,28108639,720
2011,"15|FER",0.0176853055916775,0.0935947074789541,0.144708503259289,0.855291496740711,8025064,9919213,9919213,7996854,69
2011,"16|PRP",0,0.0612560627343411,0.0525451559934319,0.947454844006568,3816603,4833876,4833876,3816842,125
2011,"17|CHM",0,0.0441679120375562,0.0459622575547488,0.954037742445251,2116715,2805000,2805000,2129179,75
2011,"18|FER_CHM",0,0.0204031196068914,0.0090616610782071,0.990938338921793,574398,882930,882930,574398,26
2011,"19|PRP_CHI_CHO_OMF_CHM",0,0.0307264967680028,0.0148143304013365,0.985185669598663,51440597,63122772,63122772,51485614,255
2011,"20|CLY_GAC_CEM_OMF",0,0.0231290756601869,0.024246544478206,0.975753455521794,1278244,1826053,1826053,1278244,55
2011,"21|GAC",0,0.0330023547571889,0.0265515202119548,0.973448479788045,19450939,23814172,23814172,19467856,391
2011,"22|CEM",0,0.0254333462568548,0.0184391440753607,0.981560855924639,150862534,212133395,212133395,151193585,493
2011,"23|IAS",0,0.0718937931558717,0.0265978544860789,0.973402145513921,141991528,229836556,229836556,140500367,314
2011,"24|NFM",0,0.066162530043127,0.019520230562879,0.980479769437121,2947916,4147463,4147463,2947916,44
2011,"25|OMF",0,0.0422982763928532,0.0451154898697325,0.954884510130268,9501526,16402660,16402660,9602764,638
2011,"26|ELE",0,0.150730447805392,0.245178123095945,0.754821876904055,1074619459,932728637,932728637,1068273722,1442
2011,"27|ELE_FOS",0,0.226198427063494,0.200978043597088,0.799021956402912,34904579,34927723,34927723,35207905,168
2011,"28|WTR",0,0.148024765328178,0.217665607430946,0.782334392569054,409100,595060,595060,409101,30
2011,"29|ATP",0,0,0,1,101805,185811,185811,108132,3
2011,"30|OTP",0,0.0593165774877753,0.0532617324481707,0.946738267551829,3178173,5196376,5196376,3186494,107
2011,"31|SER",0,0.0966012258884848,0.052727952398585,0.947272047601415,2263126,2951394,2951394,2265068,226
2011,NA,0,0.00940613487319529,0.018437188196336,0.981562811803664,9379901,17148549,17148549,9362694,775
2012,"10|AFF",0,0.00878843164491259,0.0138373552199344,0.986162644780066,1400918,2300800,2300800,1400931,113
2012,"11|MIN",0,0.0684168898760326,0.193430163013188,0.806569836986812,3938393,4955426,4955426,3938412,35
2012,"12|FOS",0,0.218299383808039,0.102024472759232,0.897975527240768,307159480,359887985,359887985,306124163,3144
2012,"13|FOO",0,0.0915436230480089,0.0550328029596857,0.944967197040314,22111267,28158727,28158727,22164567,837
2012,"14|PAP",0,0.0444527727392619,0.0349954955969502,0.96500450440305,26950297,39307817,39307817,26961261,706
2012,"15|FER",0,0.0751219450694645,0.111434691765367,0.888565308234633,7966415,10428897,10428897,8042109,71
2012,"16|PRP",0,0.0592266076374074,0.0522655124345473,0.947734487565453,3756148,4784324,4784324,3755796,123
2012,"17|CHM",0,0.0390917404068447,0.0421596444960129,0.957840355503987,2178766,2890020,2890020,2183399,75
2012,"18|FER_CHM",0,0.0270706913873751,0.0149685721643315,0.985031427835669,551422,876333,876333,551422,25
2012,"19|PRP_CHI_CHO_OMF_CHM",0,0.0297253131383487,0.0121695614151007,0.987830438584899,49096264,63911943,63911943,49160018,254
2012,"20|CLY_GAC_CEM_OMF",0,0.0171259890921013,0.00682029749231876,0.993179702507681,1115054,1826720,1826720,1114854,54
2012,"21|GAC",0,0.0255996854546992,0.0223203700367054,0.977679629963295,18548214,23833268,23833268,18538603,380
2012,"22|CEM",0,0.0100431934392886,0.00806060403800671,0.991939395961993,141731810,214029827,214029827,140412223,491
2012,"23|IAS",0,0.0616066412026314,0.0436728826930131,0.956327117306987,136676437,229950054,229950054,136053817,310
2012,"24|NFM",0,0.127506468089474,0.0339762844344585,0.966023715565541,2941022,4226650,4226650,2947024,45
2012,"25|OMF",0,0.0394284566001334,0.0440826233933323,0.955917376606668,9036327,16046080,16046080,9031899,614
2012,"26|ELE",0,0.141575047005749,0.257957571787466,0.742042428212534,1078031368,966980970,966980970,1088447923,1436
2012,"27|ELE_FOS",0,0.215946506311867,0.248470270710642,0.751529729289358,32405080,33742639,33742639,32404628,165
2012,"28|WTR",0,0.143884454854956,0.153135389768424,0.846864610231576,484852,698133,698133,484519,32
2012,"29|ATP",0.571428571428571,0.505339352032989,0.139548852282261,0.860451147717739,83160168,168910714,168910714,82783798,643
2012,"30|OTP",0,0.0536698210244158,0.0697858598230332,0.930214140176967,2795552,5329147,5329147,2795552,106
2012,"31|SER",0,0.102007621143803,0.0702463083541717,0.929753691645828,2315837,3164376,3164376,2318516,229
2012,NA,0,0.00560319692963914,0.00702658144925689,0.992973418550743,8379039,16628807,16628807,8277344,716
2013,"10|AFF",0.397400453025005,0.343284338600237,0.446722713720123,0.553277286279877,1104786,670787,676645,1104776,68
2013,"11|MIN",0.0983673469387755,0.190734738505134,0.20199736432982,0.79800263567018,4720621,4463930,4771346,4733892,63
2013,"12|FOS",0.151327628229681,0.254078594079359,0.345317688586645,0.654682311413355,304834338,215569104,220973040,305536144,2936
2013,"13|FOO",0.178158676215979,0.225023398945222,0.278680162970075,0.721319837029925,24281513,18967874,19287603,24405908,838
2013,"14|PAP",0.0871800410036655,0.200448111410982,0.305944031522821,0.694055968477179,26129387,30535322,30983403,26296394,670
2013,"15|FER",0.121655420222842,0.250850560546,0.198454827886822,0.801545172113178,39205859,34803591,35055647,39145002,120
2013,"16|PRP",0,0.133696308247295,0.210549207796522,0.789450792203478,4867247,6234095,6536787,4872377,157
2013,"17|CHM",0.0849936748893106,0.1821145328706,0.196721857211993,0.803278142788007,2403129,2290306,2392431,2401353,75
2013,"18|FER_CHM",0.0490463209422628,0.119254938475442,0.121040470317542,0.878959529682458,615414,670057,678692,615414,26
2013,"19|PRP_CHI_CHO_OMF_CHM",0,0.124980985522732,0.148127086053299,0.851872913946701,72579042,80063288,80414303,72765954,481
2013,"20|CLY_GAC_CEM_OMF",0,0.040598584140093,0.0706406884375626,0.929359311562437,1242117,1444509,1505027,1242341,53
2013,"21|GAC",0.087682099381361,0.146188692119652,0.160376655607593,0.839623344392407,18441568,16703381,16808052,18514053,385
2013,"22|CEM",0,0.0864257947190003,0.0528818077964416,0.947118192203558,139212355,165963104,167241418,139918599,515
2013,"23|IAS",0,0.105534529456775,0.0811079025664371,0.918892097433563,151126322,191454057,192697386,152540104,482
2013,"24|NFM",0.0589695536955993,0.130569676258889,0.169921298894679,0.830078701105321,17537619,16899173,17010940,17532672,144
2013,"25|OMF",0.00870322019147084,0.155297129541047,0.183111377779323,0.816888622220676,12536594,15821903,15991781,12594424,729
2013,"26|ELE",0.540754062143839,0.544426798940813,0.775938170164368,0.224061829835632,698275057,164174583,164691711,702339272,804
2013,"27|ELE_FOS",0.421968276851913,0.450791352891609,0.718850223791024,0.281149776208976,10587556,3113613,3212039,10587556,86
2013,"28|WTR",0.0365363735070575,0.226675985248636,0.176457550009744,0.823542449990256,1606137,1528844,1616405,1607530,47
2013,"29|ATP",0.932302231237322,0.774323539963586,0.339672433486945,0.660327566513055,431607,291239,291239,138085,21
2013,"30|OTP",0.161406634427759,0.275075627220338,0.321155634824982,0.678844365175018,3809231,3022839,3072771,3803272,117
2013,"31|SER",0.336964980544747,0.366950641073908,0.487463633630073,0.512536366369927,1526479,990703,1129122,1525560,167
2013,NA,0,0.0845883029727172,0.115964086677497,0.884035913322503,13128944,14382440,14581076,13142926,861
2014,"10|AFF",0.394431239756344,0.350705671340899,0.427723181227458,0.572276818772542,876429,517920,527904,867347,60
2014,"11|MIN",0.183840535355912,0.235846210488104,0.249979997327603,0.750020002672397,4961837,4305889,4675729,4966138,62
2014,"12|FOS",0.117837128633096,0.266147707889101,0.359309450180111,0.640690549819889,288118879,199450873,206219750,287744357,2864
2014,"13|FOO",0.244674295774648,0.271675155402739,0.309867621881699,0.690132378118301,24612678,18230318,18676941,24662568,825
2014,"14|PAP",0.101705849699188,0.210845649504336,0.307211922616904,0.692788077383096,24860985,29149170,29874546,25082833,667
2014,"15|FER",0,0.124584532862765,0.180428701057853,0.819571298942147,37663448,33372602,33645765,37678495,119
2014,"16|PRP",0,0.145615228860681,0.209451425430994,0.790548574569007,4672692,6065037,6374858,4712613,160
2014,"17|CHM",0.00967793114389973,0.17877600033879,0.20488706617957,0.79511293382043,2277440,2234252,2351297,2276774,73
2014,"18|FER_CHM",0,0.104968995490542,0.133778178420344,0.866221821579656,606803,659071,667276,606803,26
2014,"19|PRP_CHI_CHO_OMF_CHM",0,0.143053619350515,0.172346702659504,0.827653297340496,71694264,77997152,78597155,71846828,486
2014,"20|CLY_GAC_CEM_OMF",0,0.0824381660312816,0.104507884354897,0.895492115645103,1266115,1415471,1508625,1266772,54
2014,"21|GAC",0.115726453727651,0.169641565071381,0.174256378844252,0.825743621155748,18425007,15969513,16198634,18440496,380
2014,"22|CEM",0,0.0940398434999065,0.0727920523267695,0.927207947673231,144235925,153390082,154841956,144766434,497
2014,"23|IAS",0,0.12943303896173,0.0961457675896639,0.903854232410336,152785623,186470180,187966106,152818013,473
2014,"24|NFM",0.0685185916939977,0.155096294783128,0.176657200976109,0.823342799023891,17384539,16428716,16585886,17394021,145
2014,"25|OMF",0,0.177517806401546,0.189073351746677,0.810926648253323,11704193,15104617,15399565,11821241,725
2014,"26|ELE",0.536885869176269,0.535461676173072,0.805259297383948,0.194740702616052,656083075,133547900,134273778,656287239,783
2014,"27|ELE_FOS",0.446253195210548,0.467256378663258,0.773317453722938,0.226682546277062,10831500,2475825,2562023,10831498,85
2014,"28|WTR",0.16169535369615,0.270994087746546,0.229189635733223,0.770810364266778,1602699,1354081,1487064,1601307,47
2014,"29|ATP",0.727249870105138,0.632867126743901,0.420276027119754,0.579723972880246,53445618,31837753,31837753,105660307,346
2014,"30|OTP",0.289916272297051,0.33940193641826,0.387910260830365,0.612089739169635,3300766,2413141,2462579,3299215,115
